TransE
0.43561786	0.9095	0
0.544584289	0.9479	100
0.603416015	0.9495	200
0.649247715	0.9497	300
0.684233388	0.9497	400
0.703786393	0.9486	500
0.726731443	0.9501	600
0.727547682	0.9499	700
0.755326395	0.9498	800
0.754423832	0.9505	900
0.754470886	0.95	1000
0.765051572	0.9486	1100
0.760657759	0.9496	1200
0.768461759	0.9487	1300
0.768351427	0.95	1400
0.773694475	0.95	1500
0.767898529	0.9494	1600
0.768701945	0.9488	1700
0.769680295	0.9494	1800
0.775614972	0.9486	1900
0.771537057	0.9491	2000
0.777988053	0.95	2100
0.769753673	0.9514	2200
0.772121701	0.9491	2300
0.775412172	0.9497	2400
0.781385025	0.9491	2500
0.783612729	0.9489	2600
0.78000551	0.9499	2700
0.776959854	0.9496	2800
0.780978714	0.9492	2900
0.778925233	0.9498	3000
0.784478518	0.9493	3100
0.779239473	0.9487	3200
0.784968046	0.9489	3300
0.779078299	0.9507	3400
0.775428091	0.9502	3500
0.787684235	0.9513	3600
0.780653613	0.9501	3700
0.788172829	0.9499	3800
0.782902325	0.95	3900
0.792103	0.9495	4000
0.784561255	0.95	4100
0.788243963	0.9489	4200
0.780712262	0.9506	4300
0.791926522	0.9487	4400
0.786080194	0.9509	4500
0.782469432	0.9501	4600
0.788189439	0.95	4700
0.785169655	0.9498	4800
0.786047628	0.95	4900
0.787047468	0.9505	5000
TransD
0.520343674	0.931	0
0.799512015	0.9506	100
0.80504096	0.9503	200
0.809941916	0.9512	300
0.807903189	0.9526	400
0.810720145	0.9508	500
0.810724124	0.9508	600
0.811888603	0.9509	700
0.813566213	0.9517	800
0.814392269	0.951	900
0.813598968	0.9515	1000
0.813676566	0.9518	1100
0.812885475	0.9519	1200
0.811700704	0.9516	1300
0.813710809	0.9518	1400
0.81325662	0.952	1500
0.813625841	0.9517	1600
0.815203487	0.9502	1700
0.814565409	0.9536	1800
0.81376262	0.9516	1900
0.815104684	0.9514	2000
0.814121307	0.9511	2100
0.816786399	0.9515	2200
0.814854525	0.9501	2300
0.816108683	0.9518	2400
0.814573036	0.9528	2500
0.815094766	0.9515	2600
0.814092286	0.9507	2700
0.814364996	0.9524	2800
0.815163845	0.9526	2900
0.814059654	0.9529	3000
0.814439027	0.9515	3100
0.815001257	0.9512	3200
0.813055327	0.9511	3300
0.814952537	0.9498	3400
0.814729768	0.9522	3500
0.815281957	0.9503	3600
0.815425211	0.9524	3700
0.815026532	0.9526	3800
0.814010905	0.9524	3900
0.817054722	0.9521	4000
0.815023076	0.9522	4100
0.81423967	0.9518	4200
0.815549979	0.9512	4300
0.816420139	0.9523	4400
0.815994722	0.9524	4500
0.81621341	0.9522	4600
0.816072309	0.9515	4700
0.814542652	0.9522	4800
0.81632931	0.9529	4900
0.81553401	0.9523	5000
ComplEx
0.760891883	0.9229	0
0.889178628	0.9468	100
0.909020044	0.9485	200
0.915441315	0.9487	300
0.918337634	0.9491	400
0.921514701	0.9484	500
0.922473765	0.9485	600
0.923418588	0.9478	700
0.923934165	0.9481	800
0.924807216	0.9477	900
0.9244246	0.9481	1000
0.926392781	0.9476	1100
0.92719904	0.9481	1200
0.927291547	0.9485	1300
0.926390648	0.9483	1400
0.926873026	0.9482	1500
0.926373358	0.9489	1600
0.924898553	0.9487	1700
0.926203657	0.95	1800
0.926887247	0.95	1900
0.923961922	0.9495	2000
0.924977939	0.9491	2100
0.925507765	0.9495	2200
0.922250057	0.9488	2300
0.924194517	0.9503	2400
0.922915211	0.9492	2500
0.922997323	0.9491	2600
0.922256233	0.9493	2700
0.921693545	0.9494	2800
0.92206105	0.9494	2900
0.923318479	0.9492	3000
0.92077523	0.9492	3100
0.92397956	0.9489	3200
0.922220297	0.9494	3300
0.922941797	0.9497	3400
0.922933218	0.9494	3500
0.921567046	0.9487	3600
0.921608802	0.9502	3700
0.92107385	0.9494	3800
0.922392995	0.9498	3900
0.920404187	0.9503	4000
0.919914202	0.9492	4100
0.920812801	0.9509	4200
0.921722539	0.9506	4300
0.921279111	0.9502	4400
0.920548631	0.9499	4500
0.921458496	0.9496	4600
0.921642434	0.9494	4700
0.920000842	0.9503	4800
0.921499648	0.9499	4900
0.920391978	0.9497	5000
